Document Title,Abstract,Year,PDF Link,label,doi,nCites,authorCount,aggregationType
The Vasopressin 1b Receptor Antagonist A-988315 Blocks Stress Effects on the Retrieval of Object-Recognition Memory,N/A,2015,https://doi.org/10.1038/npp.2015.48,no,10.1038/npp.2015.48,24,6,undetermined
Long‐Lasting Effects of Chronic Intermittent Alcohol Exposure in Adolescent Mice on Object Recognition and Hippocampal Neuronal Activity,"BackgroundBinge drinking is popular and highly prevalent in teenagers. However, the long‐term cognitive and neurobiological consequences of such practices are not yet fully understood. In this context, we therefore assessed in mice whether a chronic intermittent alcohol (CIA) exposure in adolescence had long‐term consequences on object discrimination and memory performances, emotional behaviors, brain activity, and morphology.MethodsC57BL/6JRj mice were treated with either saline or ethanol (EtOH) (2 g/kg/d, i.p., from postnatal days [PND] 30 to PND 44 every other day). The day following the last administration or later in adulthood (PND 71) mice were tested for different behavioral tests (novel object recognition, spontaneous alternation, light–dark box, elevated plus‐maze, actimeter test), to assess object recognition, working memory performances, anxiety‐like behavior, and locomotor activity. We also investigated neuronal activation of hippocampus, prefrontal and perirhinal cortices, and anatomical changes using immediate‐early gene expression and longitudinal brain magnetic resonance imaging.ResultsOur results showed that adolescent mice exposed to CIA present a critical and persistent impairment of short‐term object recognition performances. By contrast, spatial working memory was not impaired, nor was anxiety‐like behavior. This altered object discrimination was associated with a biphasic change in neuronal activity in the hippocampus but without morphological changes. Indeed, c‐Fos expression was specifically increased in the dorsal dentate gyrus (DG) of the hippocampus after the binge exposure, but then became significantly lower in adulthood both in the DG and the CA1 part of the hippocampus compared with adult saline pretreated mice.ConclusionsThese findings provide evidence for adolescent vulnerability to the effects of intermittent binge EtOH exposure on object discrimination and hippocampal activity with long‐lasting consequences.",2016,https://doi.org/10.1111/acer.13256,no,10.1111/acer.13256,29,8,undetermined
Sex differences in behavioral and neurochemical profiles after chronic stress,N/A,2002,https://doi.org/10.1016/s0031-9384(02)00670-4,no,10.1016/s0031-9384(02)00670-4,177,2,undetermined
Early deprivation induces competitive subordinance in C57BL/6 male mice,N/A,2014,https://doi.org/10.1016/j.physbeh.2014.06.018,no,10.1016/j.physbeh.2014.06.018,53,5,undetermined
Chronic Caffeine’s Effects on Behavioural Changes in Streptozotocininduced Diabetic Rats,N/A,2016,https://doi.org/10.4183/aeb.2016.268,no,10.4183/aeb.2016.268,2,1,undetermined
In a Temporally Segmented Experience Hippocampal Neurons Represent Temporally Drifting Context But Not Discrete Segments,N/A,2019,https://doi.org/10.1523/jneurosci.1420-18.2019,no,10.1523/jneurosci.1420-18.2019,19,4,undetermined
Respective role of the dorsal hippocampus and the entorhinal cortex during the recombination of previously learned olfactory–tactile associations in the rat,"The hippocampal formation has been extensively described as a key component for object recognition in conjunction with place and context. The present study aimed at describing neural mechanisms in the hippocampal formation that support olfactory–tactile (OT) object discrimination in a task where space and context were not taken into account. The task consisted in discriminating one baited cup among three, each of them presenting overlapping olfactory or tactile elements. The experiment tested the involvement of the entorhinal cortex (EC) and the dorsal hippocampus (DH) in the acquisition of this cross-modal task, either with new items or with familiar but recombined items. The main results showed that DH inactivation or cholinergic muscarinic blockade in the DH selectively and drastically disrupted performance in the recombination task. EC inactivation impaired OT acquisition of any OT combinations while cholinergic blockade only delayed it. Control experiments showed that neither DH nor EC inactivation impaired unimodal olfactory or tactile tasks. As a whole, these data suggest that DH–EC interactions are of importance for flexibility of cross-modal representations with overlapping elements.",2017,https://doi.org/10.1101/lm.043299.116,no,10.1101/lm.043299.116,3,3,undetermined
5-HT6 receptor agonist and antagonist modulates ICV-STZ-induced memory impairment in rats,N/A,2018,https://doi.org/10.1007/s00213-018-4866-z,no,10.1007/s00213-018-4866-z,23,4,undetermined
Running Improves Pattern Separation during Novel Object Recognition,"Running increases adult neurogenesis and improves pattern separation in various memory tasks including context fear conditioning or touch-screen based spatial learning. However, it is unknown whether pattern separation is improved in spontaneous behavior, not emotionally biased by positive or negative reinforcement. Here we investigated the effect of voluntary running on pattern separation during novel object recognition in mice using relatively similar or substantially different objects.We show that running increases hippocampal neurogenesis but does not affect object recognition memory with 1.5 h delay after sample phase. By contrast, at 24 h delay, running significantly improves recognition memory for similar objects, whereas highly different objects can be distinguished by both, running and sedentary mice. These data show that physical exercise improves pattern separation, independent of negative or positive reinforcement. In sedentary mice there is a pronounced temporal gradient for remembering object details. In running mice, however, increased neurogenesis improves hippocampal coding and temporally preserves distinction of novel objects from familiar ones.",2015,https://doi.org/10.3233/bpl-150010,no,10.3233/bpl-150010,69,3,undetermined
Effects of the nitric oxide synthase inhibitor L-NAME on different memory components as assessed in the object recognition task in the rat,N/A,2010,https://doi.org/10.1016/j.bbr.2009.10.007,no,10.1016/j.bbr.2009.10.007,21,3,undetermined
Effects of adolescent Bisphenol-A exposure on memory and spine density in ovariectomized female rats: Adolescence vs adulthood,N/A,2019,https://doi.org/10.1016/j.yhbeh.2018.11.004,no,10.1016/j.yhbeh.2018.11.004,16,4,undetermined
The use of the Emotional-Object Recognition as an assay to assess learning and memory associated to an aversive stimulus in rodents,N/A,2016,https://doi.org/10.1016/j.jneumeth.2016.09.010,no,10.1016/j.jneumeth.2016.09.010,17,5,undetermined
The non-coding RNA BC1 regulates experience-dependent structural plasticity and learning,"AbstractThe brain cytoplasmic (BC1) RNA is a non-coding RNA (ncRNA) involved in neuronal translational control. Absence of BC1 is associated with altered glutamatergic transmission and maladaptive behavior. Here, we show that pyramidal neurons in the barrel cortex of BC1 knock out (KO) mice display larger excitatory postsynaptic currents and increased spontaneous activity in vivo. Furthermore, BC1 KO mice have enlarged spine heads and postsynaptic densities and increased synaptic levels of glutamate receptors and PSD-95. Of note, BC1 KO mice show aberrant structural plasticity in response to whisker deprivation, impaired texture novel object recognition and altered social behavior. Thus, our study highlights a role for BC1 RNA in experience-dependent plasticity and learning in the mammalian adult neocortex, and provides insight into the function of brain ncRNAs regulating synaptic transmission, plasticity and behavior, with potential relevance in the context of intellectual disabilities and psychiatric disorders.",2017,https://doi.org/10.1038/s41467-017-00311-2,no,10.1038/s41467-017-00311-2,65,20,undetermined
Maternal high fructose diet and neonatal immune challenge alter offspring anxiety-like behavior and inflammation across the lifespan,N/A,2018,https://doi.org/10.1016/j.lfs.2018.02.010,no,10.1016/j.lfs.2018.02.010,31,3,undetermined
Layer V perirhinal cortical ensemble activity during object exploration: A comparison between young and aged rats,"AbstractObject recognition memory requires the perirhinal cortex (PRC) and this cognitive function declines during normal aging. Recent electrophysiological recordings from young rats have shown that neurons in Layer V of the PRC are activated by three‐dimensional objects. Thus, it is possible that age‐related object recognition deficits result from alterations in PRC neuron activity in older animals. To examine this, the present study used cellular compartment analysis of temporal activity by fluorescence in situ hybridization (catFISH) with confocal microscopy to monitor cellular distributions of activity‐induced Arc RNA in layer V of the PRC. Activity was monitored during two distinct epochs of object exploration. In one group of rats (6 young/6 aged) animals were placed in a familiar testing arena and allowed to explore five different three‐dimensional objects for two 5‐min sessions separated by a 20‐min rest (AA). The second group of animals (6 young/6 aged) also explored the same objects for two 5‐min sessions, but the environment was changed between the first and the second epoch (AB). Behavioral data showed that both age groups spent less time exploring objects during the second epoch, even when the environment changed, indicating successful recognition. Although the proportion of active neurons between epochs did not change in the AA group, in the AB group more neurons were active during epoch 2 of object exploration. This recruitment of neurons into the active neural ensemble could serve to signal that familiar stimuli are being encountered in a new context. When numbers of Arc positive neurons were compared between age groups, the old rats had significantly lower proportions of Arc‐positive PRC neurons in both the AA and AB behavioral conditions. These data support the hypothesis that age‐associated functional alterations in the PRC contribute to declines in stimulus recognition over the lifespan. © 2012 Wiley Periodicals, Inc.",2012,https://doi.org/10.1002/hipo.22066,no,10.1002/hipo.22066,29,5,undetermined
Pattern separation deficits may contribute to age-associated recognition impairments.,N/A,2010,https://doi.org/10.1037/a0020893,no,10.1037/a0020893,143,5,undetermined
Pituitary Adenylate Cyclase-Activating Polypeptide (PACAP) Enhances Hippocampal Synaptic Plasticity and Improves Memory Performance in Huntington’s Disease,N/A,2018,https://doi.org/10.1007/s12035-018-0972-5,no,10.1007/s12035-018-0972-5,39,7,undetermined
Tissue plasminogen activator controls multiple forms of synaptic plasticity and memory,"AbstractInduction of long‐term depression (LTD) in rat striatal slices revealed that this form of synaptic plasticity is coupled to an increased expression of tissue‐plasminogen activator (t‐PA) mRNA, as detected by the mRNA differential display technique. To further investigate the involvement of this gene in synaptic remodelling following striatal LTD, we recorded electrical activity from mice lacking the gene encoding t‐PA (t‐PA‐KO) and from wild‐type (WT) mice. Tetanic stimulation induced LTD in the large majority of striatal neurons recorded from WT mice. Conversely, LTD was absent in a significant proportion of striatal neurons obtained from mice lacking t‐PA. Electrophysiological recordings obtained from hippocampal slices in the CA1 area showed that mainly the late phase of long‐term potentiation (LTP) was reduced in t‐PA‐KO mice. Learning and memory‐related behavioural abnormalities were also found in these transgenic mice. Disruption of the t‐PA gene, in fact, altered both the context conditioning test, a hippocampus‐related behavioural task, and the two‐way active avoidance, a striatum‐dependent task. In an open field object exploration task, t‐PA‐KO mice expressed deficits in habituation and reactivity to spatial change that are consistent with an altered hippocampal function. Nevertheless, decreased rearing and poor initial object exploration were also observed, further suggesting an altered striatal function. These data indicate that t‐PA plays a critical role in the formation of various forms of synaptic plasticity and memory.",2000,https://doi.org/10.1046/j.1460-9568.2000.00991.x,no,10.1046/j.1460-9568.2000.00991.x,151,11,undetermined
Novelty-Induced Emotional Arousal Modulates Cannabinoid Effects on Recognition Memory and Adrenocortical Activity,N/A,2013,https://doi.org/10.1038/npp.2013.26,no,10.1038/npp.2013.26,57,8,undetermined
The endocannabinoid transport inhibitor AM404 differentially modulates recognition memory in rats depending on environmental aversiveness,N/A,2012,https://doi.org/10.3389/fnbeh.2012.00011,no,10.3389/fnbeh.2012.00011,31,7,undetermined
A new automated method to assess the rat recognition memory: Validation of the method,N/A,2011,https://doi.org/10.1016/j.bbr.2011.03.032,no,10.1016/j.bbr.2011.03.032,32,4,undetermined
The medial prefrontal cortex—lateral entorhinal cortex circuit is essential for episodic‐like memory and associative object‐recognition,"ABSTRACTThe prefrontal cortex directly projects to the lateral entorhinal cortex (LEC), an important substrate for engaging item‐associated information and relaying the information to the hippocampus. Here we ask to what extent the communication between the prefrontal cortex and LEC is critically involved in the processing of episodic‐like memory. We applied a disconnection procedure to test whether the interaction between the medial prefrontal cortex (mPFC) and LEC is essential for the expression of recognition memory. It was found that male rats that received unilateral NMDA lesions of the mPFC and LEC in the same hemisphere, exhibited intact episodic‐like (what‐where‐when) and object‐recognition memories. When these lesions were placed in the opposite hemispheres (disconnection), episodic‐like and associative memories for object identity, location and context were impaired. However, the disconnection did not impair the components of episodic memory, namely memory for novel object (what), object place (where) and temporal order (when), per se. Thus, the present findings suggest that the mPFC and LEC are a critical part of a neural circuit that underlies episodic‐like and associative object‐recognition memory. © 2015 Wiley Periodicals, Inc.",2016,https://doi.org/10.1002/hipo.22547,no,10.1002/hipo.22547,103,5,undetermined
Cognition in female transmembrane domain neuregulin 1 mutant mice,N/A,2012,https://doi.org/10.1016/j.bbr.2011.09.019,no,10.1016/j.bbr.2011.09.019,45,5,undetermined
Item organization in three-dimensional space and their discriminability in a mouse operant behavioral task,N/A,2006,https://doi.org/10.1016/j.bbr.2005.07.033,no,10.1016/j.bbr.2005.07.033,1,3,undetermined
Lithium rescues synaptic plasticity and memory in Down syndrome mice,N/A,2013,https://doi.org/10.1172/jci64650,no,10.1172/jci64650,137,6,undetermined
The ventral hippocampus is involved in multi‐goal obstacle‐rich spatial navigation,"AbstractA large body of evidence shows that the hippocampus is necessary for successful spatial navigation. Various studies have shown anatomical and functional differences between the dorsal (DHC) and ventral (VHC) portions of this structure. The DHC is primarily involved in spatial navigation and contains cells with small place fields. The VHC is primarily involved in context and emotional encoding contains cells with large place fields and receives major projections from the medial prefrontal cortex. In the past, spatial navigation experiments have used relatively simple tasks that may not have required a strong coordination along the dorsoventral hippocampal axis. In this study, we tested the hypothesis that the DHC and VHC may be critical for goal‐directed navigation in obstacle‐rich environments. We used a learning task in which animals memorize the location of a set of rewarded feeders, and recall these locations in the presence of small or large obstacles. We report that bilateral DHC or VHC inactivation impaired spatial navigation in both large and small obstacle conditions. Importantly, this impairment did not result from a deficit in the spatial memory for the set of feeders (i.e., recognition of the goal locations) because DHC or VHC inactivation did not affect recall performance when there was no obstacle on the maze. We also show that the behavioral performance of the animals was correlated with several measures of maze complexity and that these correlations were significantly affected by inactivation only in the large object condition. These results suggest that as the complexity of the environment increases, both DHC and VHC are required for spatial navigation.",2018,https://doi.org/10.1002/hipo.22993,no,10.1002/hipo.22993,29,5,undetermined
n-3 polyunsaturated fatty acids supplementation enhances hippocampal functionality in aged mice,N/A,2014,https://doi.org/10.3389/fnagi.2014.00220,no,10.3389/fnagi.2014.00220,102,12,undetermined
Ontogeny of sex differences in response to novel objects from adolescence to adulthood in lister‐hooded rats,"AbstractIn humans, novelty‐seeking behavior peaks in adolescence and is higher in males than females. Relatively, little information is available regarding age and sex differences in response to novelty in rodents. In this study, male and female Lister‐hooded rats were tested at early adolescence (postnatal day, pnd, 28), mid‐adolescence (pnd 40), or early adulthood (pnd 80) in a novel object recognition task (n = 12 males/females per age group). Males displayed a higher preference for the novel object than females at mid‐adolescence, with no sex difference at early adolescence. Adult females interacted with the novel object more than adult males, but not when side biases were removed. Sex differences at mid‐adolescence were not found in other measures, suggesting that the difference at this age was specific to situations involving choice of novelty. The results are considered in the context of age‐ and sex‐dependent interactions between gonadal hormones and the dopamine system. © 2011 Wiley Periodicals, Inc. Dev Psychobiol 53:670–676, 2011.",2011,https://doi.org/10.1002/dev.20542,no,10.1002/dev.20542,39,2,undetermined
"Encoding, consolidation, and retrieval of contextual memory: Differential involvement of dorsal CA3 and CA1 hippocampal subregions","Studies on human and animals shed light on the unique hippocampus
contributions to relational memory. However, the particular role of each
hippocampal subregion in memory processing is still not clear. Hippocampal
computational models and theories have emphasized a unique function in memory
for each hippocampal subregion, with the CA3 area acting as an autoassociative
memory network and the CA1 area as a critical output structure. In order to
understand the respective roles of the CA3- and CA1-hippocampal areas in the
formation of contextual memory, we studied the effects of the reversible
inactivation by lidocaine of the CA3 or CA1 areas of the dorsal hippocampus on
acquisition, consolidation, and retrieval of a contextual fear conditioning.
Whereas infusions of lidocaine never impaired elementary tone conditioning,
their effects on contextual conditioning provided interesting clues about the
role of these two hippocampal regions. They demonstrated first that the CA3
area is necessary for the rapid elaboration of a unified representation of the
context. Secondly, they suggested that the CA1 area is rather involved in the
consolidation process of contextual memory. Third, they showed that CA1 or CA3
inactivation during retention test has no effect on contextual fear retrieval
when a recognition memory procedure is used. In conclusion, our findings point
as evidence that CA1 and CA3 subregions of the dorsal hippocampus play
important and different roles in the acquisition and consolidation of
contextual fear memory, whereas they are not required for context
recognition.",2005,https://doi.org/10.1101/lm.81905,no,10.1101/lm.81905,220,4,undetermined
"Neural Representation of Motor Output, Context and Behavioral Adaptation in Rat Medial Prefrontal Cortex During Learned Behavior",N/A,2018,https://doi.org/10.3389/fncir.2018.00075,no,10.3389/fncir.2018.00075,14,7,undetermined
Corticosteroid-Binding Globulin Deficiency Specifically Impairs Contextual and Recognition Memory Consolidation in Male Mice,"&lt;b&gt;&lt;i&gt;Background/Aims:&lt;/i&gt;&lt;/b&gt; Glucocorticoids are essential in modulating memory processes of emotionally arousing experiences and we have shown that corticosteroid-binding globulin (CBG) influences glucocorticoid delivery to the brain. Here, we investigated the role of CBG in contextual and recognition long-term memory according to stress intensity. &lt;b&gt;&lt;i&gt;Method:&lt;/i&gt;&lt;/b&gt; We used adult male mice totally deficient in CBG (Cbg KO) or brain-specific Cbg KO (Cbg&lt;sup&gt;Camk&lt;/sup&gt; KO) to examine their performance in contextual fear conditioning (CFC) and au­ditory fear conditioning, both at short (1 h) and long-term (24 h). Long-term memory in Cbg KO was further analyzed in conditioned odor aversion and in novel object recognition task (NORT) with different paradigms, that is, with and without prior habituation to the context, with a mild or strong stressor applied during consolidation. In the NORT experiments, total and free glucocorticoid levels were measured during consolidation. &lt;b&gt;&lt;i&gt;Results:&lt;/i&gt;&lt;/b&gt; Impaired memory was observed in the Cbg KO but not in the Cbg&lt;sup&gt;Camk&lt;/sup&gt; KO in the CFC and the NORT without habituation when tested 24 h later. However, Cbg KO displayed normal behavior in the NORT with previous habituation and in the NORT with a mild stressor. In condition of the NORT with a strong stressor, Cbg KO retained good 24 h memory performance while controls were impaired. Total and free glucocorticoids levels were always higher in controls than in Cbg KO except in NORT with mild stressor where free glucocorticoids were equivalent to controls. &lt;b&gt;&lt;i&gt;Conclusions:&lt;/i&gt;&lt;/b&gt; These data indicate that circulating but not brain CBG influences contextual and recognition long-term memory in relation with glucocorticoid levels.",2019,https://doi.org/10.1159/000499827,no,10.1159/000499827,7,10,undetermined
Intranasal administration of nerve growth factor (NGF) rescues recognition memory deficits in AD11 anti-NGF transgenic mice,"Nerve growth factor (NGF) delivery to the brain of patients appears to be an emerging potential therapeutic approach to neurodegenerative disease, such as Alzheimer's disease (AD). The intranasal route of administration could provide an alternative to intracere-broventricular infusion and gene therapy. We previously showed that intranasal administration of NGF determined an amelioration of cholinergic deficit and a decrease in the number of phosphotau-positive neurons and of β-amyloid accumulation in AD11 mice, which express transgenic antibodies neutralizing NGF action and exhibit a progressive Alzheimer-like neurodegeneration. In this study, we report that the Alzheimer-like neurodegeneration in AD11 mice is linked to progressive behavioral deficits in visual recognition memory and spatial memory starting from 4 months of age. To establish whether intranasal administration of NGF, started after the appearance of the first memory deficits, could revert the cognitive deficits in AD11 mice, we assessed the performance of NGF-treated or control AD11 mice in the object recognition test and in a test of memory for place and context. Deficits exhibited by untreated AD11 mice could be rescued by the intranasal administration of NGF. Thus, this route of administration provides a promising way to deliver NGF to the brain in a therapeutic perspective.",2005,https://doi.org/10.1073/pnas.0500195102,no,10.1073/pnas.0500195102,253,7,undetermined
Extension of a New Two-Trial Memory Task in the Rat: Influence of Environmental Context on Recognition Processes,N/A,1997,https://doi.org/10.1006/nlme.1997.3746,no,10.1006/nlme.1997.3746,107,4,undetermined
Higher Order Memories for Objects Encountered in Different Spatio-temporal Contexts in Mice: Evidence for Episodic Memory,N/A,2004,https://doi.org/10.1515/revneuro.2004.15.4.231,no,10.1515/revneuro.2004.15.4.231,31,3,undetermined
Influence of local objects on hippocampal representations: Landmark vectors and memory,"AbstractThe hippocampus is thought to represent nonspatial information in the context of spatial information. An animal can derive both spatial information as well as nonspatial information from the objects (landmarks) it encounters as it moves around in an environment. In this article, correlates of both object‐derived spatial as well as nonspatial information in the hippocampus of rats foraging in the presence of objects are demonstrated. A new form of CA1 place cells, called landmark‐vector cells, that encode spatial locations as a vector relationship to local landmarks is described. Such landmark vector relationships can be dynamically encoded. Of the 26 CA1 neurons that developed new fields in the course of a day's recording sessions, in eight cases, the new fields were located at a similar distance and direction from a landmark as the initial field was located relative to a different landmark. In addition, object‐location memory in the hippocampus is also described. When objects were removed from an environment or moved to new locations, a small number of neurons in CA1 and CA3 increased firing at the locations where the objects used to be. In some neurons, this increase occurred only in one location, indicating object + place conjunctive memory; in other neurons, the increase in firing was seen at multiple locations where an object used to be. Taken together, these results demonstrate that the spatially restricted firing of hippocampal neurons encode multiple types of information regarding the relationship between an animal's location and the location of objects in its environment. © 2013 Wiley Periodicals, Inc.",2013,https://doi.org/10.1002/hipo.22101,no,10.1002/hipo.22101,214,2,undetermined
Memory and exploratory behavior impairment in ovariectomized Wistar rats,N/A,2018,https://doi.org/10.1186/s12993-018-0146-7,no,10.1186/s12993-018-0146-7,45,6,undetermined
Cognition in transmembrane domain neuregulin 1 mutant mice,N/A,2010,https://doi.org/10.1016/j.neuroscience.2010.07.042,no,10.1016/j.neuroscience.2010.07.042,80,5,undetermined
"Integrated Memory for Object, Place, and Context in Rats: A Possible Model of Episodic-Like Memory?","We report an investigation into memory for an object, its spatial location, and the context in which it appeared in rats. A novel task based on the spontaneous recognition paradigm is presented that requires memory for these three aspects. This task is performed easily by intact rats at delays of up to 1 hr. However, performance of the task is severely and selectively disrupted by transection of the fornix. Ability to perform this task is discussed in relation to models of episodic memory in animals, and we suggest that this task provides a simple and useful animal model of episodic memory for use with rats.",2004,https://doi.org/10.1523/jneurosci.2975-03.2004,no,10.1523/jneurosci.2975-03.2004,263,2,undetermined
"Recollection is impaired, but familiarity remains intact in rats with lesions of the fornix","Abstract
                  It has been argued that a neural system including the hippocampus, fornix, mamillary bodies, and anterior thalamus is specifically involved in recollection, but not in familiarity based memory processes. Here we test this hypothesis using a task of episodic‐like memory within an E‐shaped maze. Animals seek out a preferred object (what) in a particular location (where) that is unique to a particular context (which occasion). As objects are hidden from view at the point of decision making, the animals can only base their decision on recall of their previous episode in the E‐shaped maze. In contrast, once a decision has been made animals are free to explore both objects and display an object preference when objects are visible to the animal and decisions can be made on the basis of familiarity. Animals with fornix lesions are impaired at recalling a past event. However, the same animals on the same trials show no such impairment in a judgement of familiarity. We therefore demonstrate that recall is dependent upon the fornix, while familiarity based memory is not. © 2009 Wiley‐Liss, Inc.",2009,https://doi.org/10.1002/hipo.20567,no,10.1002/hipo.20567,44,3,undetermined
Fluoxetine improves the memory deficits caused by the chemotherapy agent 5-fluorouracil,N/A,2010,https://doi.org/10.1016/j.bbr.2009.11.017,no,10.1016/j.bbr.2009.11.017,100,9,undetermined
The effects of cortical lesions on recognition of object context in a visuomotor task in the Mongolian gerbil,N/A,1996,https://doi.org/10.1016/s0166-4328(97)81104-7,no,10.1016/s0166-4328(97)81104-7,4,2,undetermined
Protein tyrosine phosphatase receptor type R deficient mice exhibit increased exploration in a new environment and impaired novel object recognition memory,N/A,2014,https://doi.org/10.1016/j.bbr.2014.02.014,no,10.1016/j.bbr.2014.02.014,5,5,undetermined
Deep brain stimulation of the orbitofrontal cortex prevents the development and reinstatement of morphine place preference,"AbstractThe orbitofrontal cortex (OFC) is involved in compulsive drug seeking and drug relapse. Its involvement in cue‐, context‐, and stress‐induced reinstatement of drug seeking has also been confirmed in animal models. Deep brain stimulation (DBS) was proposed to be an effective intervention for patients with treatment‐refractory addiction. Therefore, in the present study, we investigated the potential efficacy of DBS in the OFC for controlling addictive‐like behaviors in rats. Rats were bilaterally implanted with electrodes in the OFC and trained to the morphine conditioned place preference (CPP; 3, 5, and 7 mg/kg). High‐frequency (HF; 130 Hz) or low‐frequency (LF; 13 Hz) DBS‐like stimulation was applied during the conditioning (40 minutes, once daily, 3 days) or extinction (20 minutes, once daily, 6‐10 days) trials. Following the extinction, morphine preference was reinstated by a priming dose of morphine (2 mg/kg). When applied during the conditioning phase, HF‐DBS significantly decreased preference for the morphine‐associated context. HF‐DBS during the extinction phase of morphine CPP reduced the number of days to full extinction of morphine preference and prevented morphine priming–induced recurrence of morphine preference. LF‐DBS did not change any of these addictive behaviors. HF‐DBS had no significant effect on novel object recognition memory. In conclusion, HF‐DBS of the OFC prevented morphine preference, facilitated extinction of morphine preference, and blocked drug priming–induced reinstatement of morphine seeking. These findings may indicate a potential applicability of DBS in the treatment of relapse to drug use. Further studies will be necessary to assess the translatability of these findings to the clinic.",2020,https://doi.org/10.1111/adb.12780,no,10.1111/adb.12780,27,4,undetermined
Perception and recognition discriminated in the mouse auditory cortex by c-Fos labeling,N/A,1999,https://doi.org/10.1097/00001756-199908020-00022,no,10.1097/00001756-199908020-00022,31,2,undetermined
Object recognition memory and temporal lobe activation after delayed estrogen replacement therapy,N/A,2013,https://doi.org/10.1016/j.nlm.2012.12.016,no,10.1016/j.nlm.2012.12.016,28,7,undetermined
Sex-dependent effects of an early life treatment in rats that increases maternal care: vulnerability or resilience?,N/A,2014,https://doi.org/10.3389/fnbeh.2014.00056,no,10.3389/fnbeh.2014.00056,38,8,undetermined
Single Neuron Activity and Theta Modulation in Postrhinal Cortex during Visual Object Discrimination,N/A,2012,https://doi.org/10.1016/j.neuron.2012.10.039,no,10.1016/j.neuron.2012.10.039,80,3,undetermined
Goal-directed whisking increases phase-locking between vibrissa movement and electrical activity in primary sensory cortex in rat,"We tested the hypothesis that behavioral context modulates phase-locking between rhythmic motor activity and concomitant electrical activity induced in primary sensory (S1) cortex. We used exploratory whisking by rat as a model system and recorded two measures: (
            i
            ) the mystacial electromyogram (∇EMG) as a surrogate of vibrissa position, and (
            ii
            ) the field potential (∇LFP) in S1 cortex as an indicator of electrical activity. The degree to which the ∇EMG and ∇LFP were phase-locked was compared for three categories of rhythmic whisking: (
            i
            ) searching for an object with the vibrissae for a food reward, (
            ii
            ) whisking in air for the goal of returning to the home cage, and (
            iii
            ) whisking with no reward. We observed that the magnitude of phase-locking was nearly tripled for the two rewarded conditions compared to unrewarded whisking. Critically, increased locking was not accompanied by an increase in the amplitude of the cortical ∇LFP for the rewarded tasks. Additional experiments showed that there was no significant relation between the amplitude of a sensory-evoked response in S1 cortex and the magnitude of the locking between the ∇EMG and the ∇LFP during whisking. We conclude that the behavioral context of a whisking task can increase the modulation of S1 cortical activity by motor output without a concomitant increase in the magnitude of activity.",2004,https://doi.org/10.1073/pnas.0308470101,no,10.1073/pnas.0308470101,66,2,undetermined
Repeated administration of the nitric oxide synthase inhibitor l-NAME differentially affects rats’ recognition memory,N/A,2011,https://doi.org/10.1016/j.bbr.2011.05.037,no,10.1016/j.bbr.2011.05.037,7,2,undetermined
Context- but not familiarity-dependent forms of object recognition are impaired following excitotoxic hippocampal lesions in rats.,N/A,2007,https://doi.org/10.1037/0735-7044.121.1.218,no,10.1037/0735-7044.121.1.218,98,5,undetermined
Reinforcement active learning in the vibrissae system: Optimal object localization,N/A,2013,https://doi.org/10.1016/j.jphysparis.2012.06.004,no,10.1016/j.jphysparis.2012.06.004,5,3,undetermined
"Fluoxetine, not donepezil, reverses anhedonia, cognitive dysfunctions and hippocampal proteome changes during repeated social defeat exposure",N/A,2018,https://doi.org/10.1016/j.euroneuro.2017.11.002,no,10.1016/j.euroneuro.2017.11.002,18,6,undetermined
"Effects of social instability stress in adolescence on long-term, not short-term, spatial memory performance",N/A,2013,https://doi.org/10.1016/j.bbr.2013.08.011,no,10.1016/j.bbr.2013.08.011,31,2,undetermined
HDAC inhibition modulates hippocampus-dependent long-term memory for object location in a CBP-dependent manner,"Transcription of genes required for long-term memory not only involves transcription factors, but also enzymatic protein complexes that modify chromatin structure. Chromatin-modifying enzymes, such as the histone acetyltransferase (HAT) CREB (cyclic-AMP response element binding) binding protein (CBP), are pivotal for the transcriptional regulation required for long-term memory. Several studies have shown that CBP and histone acetylation are necessary for hippocampus-dependent long-term memory and hippocampal long-term potentiation (LTP). Importantly, every genetically modified Cbp mutant mouse exhibits long-term memory impairments in object recognition. However, the role of the hippocampus in object recognition is controversial. To better understand how chromatin-modifying enzymes modulate long-term memory for object recognition, we first examined the role of the hippocampus in retrieval of long-term memory for object recognition or object location. Muscimol inactivation of the dorsal hippocampus prior to retrieval had no effect on long-term memory for object recognition, but completely blocked long-term memory for object location. This was consistent with experiments showing that muscimol inactivation of the hippocampus had no effect on long-term memory for the object itself, supporting the idea that the hippocampus encodes spatial information about an object (such as location or context), whereas cortical areas (such as the perirhinal or insular cortex) encode information about the object itself. Using location-dependent object recognition tasks that engage the hippocampus, we demonstrate that CBP is essential for the modulation of long-term memory via HDAC inhibition. Together, these results indicate that HDAC inhibition modulates memory in the hippocampus via CBP and that different brain regions utilize different chromatin-modifying enzymes to regulate learning and memory.",2011,https://doi.org/10.1101/lm.1986911,no,10.1101/lm.1986911,188,6,undetermined
Recent and remote retrograde memory deficit in rats with medial entorhinal cortex lesions,N/A,2018,https://doi.org/10.1016/j.nlm.2018.07.013,no,10.1016/j.nlm.2018.07.013,33,6,undetermined
Episodic-like memory in zebrafish,N/A,2016,https://doi.org/10.1007/s10071-016-1014-1,no,10.1007/s10071-016-1014-1,73,8,undetermined
